frame,x,y,z,numObj,rangeIdx,range,dopplerIdx,doppler,peakVal
0,"[1.9375     1.68554688 1.64453125 1.67578125 1.56835938 1.67578125
 1.34570312 1.59960938 1.70898438 1.79492188 1.90429688 2.09179688
 1.02539062]","[0.         1.34570312 1.69140625 1.7578125  1.78125    1.75976562
 1.97070312 1.78515625 1.76953125 0.         0.         0.
 2.0390625 ]","[-2.20507812  0.91992188  0.390625    0.20898438  0.28710938  0.1953125
  0.1484375   0.44140625  0.34765625 -1.87890625 -1.96875     1.79296875
  0.53320312]",13,[49 50 51 52 51 52 51 52 53 49 50 51 50],"[2.296875 2.34375  2.390625 2.4375   2.390625 2.4375   2.390625 2.4375
 2.484375 2.296875 2.34375  2.390625 2.34375 ]",[ 1  2  2  2  3  3 -2 -2 -2 -1 -1 -2 -1],"[ 0.12526054  0.25052108  0.25052108  0.25052108  0.37578163  0.37578163
 -0.25052108 -0.25052108 -0.25052108 -0.12526054 -0.12526054 -0.25052108
 -0.12526054]",[ 8 14 15 11 12  9  5  8  8  9  9  3  5]
0,"[1.68554688 1.72265625 1.61132812 1.64453125 1.67578125 1.5390625
 1.56835938 1.59960938 1.64453125 1.5234375  1.70898438]","[1.3203125  1.40625    1.69921875 1.73242188 1.75585938 1.71484375
 1.72265625 1.79492188 1.59179688 1.78320312 1.71679688]","[-0.95507812 -0.57421875 -0.109375    0.125       0.22460938  0.43554688
  0.5390625   0.40234375  0.69335938  0.66210938  0.5546875 ]",11,[50 49 50 51 52 50 51 52 51 52 53],"[2.34375  2.296875 2.34375  2.390625 2.4375   2.34375  2.390625 2.4375
 2.390625 2.4375   2.484375]",[ 1  2  2  2  2  3  3  3  4 -2 -2],"[ 0.12526054  0.25052108  0.25052108  0.25052108  0.25052108  0.37578163
  0.37578163  0.37578163  0.50104217 -0.25052108 -0.25052108]",[ 6  8 11 13 10  8 12  9  8  8  9]
0,"[1.5390625  1.56835938 1.59960938 1.61132812 1.64453125 1.67578125
 1.67578125 1.70898438 1.90429688]","[1.671875   1.76757812 1.81054688 1.54492188 1.69921875 1.73828125
 1.73242188 1.78710938 0.        ]","[ 0.57421875  0.35742188  0.32617188  0.71679688  0.35742188  0.33984375
  0.3671875   0.2421875  -2.16796875]",9,[50 51 52 50 51 52 52 53 50],"[2.34375  2.390625 2.4375   2.34375  2.390625 2.4375   2.4375   2.484375
 2.34375 ]",[ 2  2  2  3  3  3 -2 -2 -1],"[ 0.25052108  0.25052108  0.25052108  0.37578163  0.37578163  0.37578163
 -0.25052108 -0.25052108 -0.12526054]",[ 9 13 11  9 12 10  8  9  7]
0,"[1.61132812 1.64453125 1.67578125 1.46484375 1.56835938 1.59960938
 1.63085938 1.5234375  1.63085938 1.79492188 1.97851562 1.07617188]","[1.6640625  1.73046875 1.75976562 1.77734375 1.6953125  1.79101562
 1.85546875 1.8359375  1.83007812 0.         0.         1.98242188]","[ 0.35546875  0.1328125   0.18554688  0.43945312  0.61523438  0.41601562
  0.26757812  0.5         0.41015625 -1.90234375 -1.94921875  0.43164062]",12,[50 51 52 50 51 52 53 52 53 49 50 49],"[2.34375  2.390625 2.4375   2.34375  2.390625 2.4375   2.484375 2.4375
 2.484375 2.296875 2.34375  2.296875]",[ 2  2  2  3  3  3 -3 -2 -2 -1 -1 -1],"[ 0.25052108  0.25052108  0.25052108  0.37578163  0.37578163  0.37578163
 -0.37578163 -0.25052108 -0.25052108 -0.12526054 -0.12526054 -0.12526054]",[11 14 10  7 11  8  7  7  8  8  8  5]
0,"[ 1.79492188  2.05078125  1.46484375  1.56835938  1.5234375   1.56835938
  1.75195312  1.71875     1.56835938  1.63085938  1.07617188  1.09960938
 -2.34375   ]","[0.         0.         1.7734375  1.77929688 1.89257812 1.67578125
 1.61132812 1.63671875 1.73242188 1.83984375 2.02734375 2.0234375
 0.        ]","[-2.15429688 -2.30859375  0.45117188  0.30273438  0.18945312  0.66796875
  0.52734375 -0.29101562  0.50195312  0.36328125  0.09179688  0.43945312
 -1.95703125]",13,[49 50 50 51 52 51 52 51 51 53 49 50 50],"[2.296875 2.34375  2.34375  2.390625 2.4375   2.390625 2.4375   2.390625
 2.390625 2.484375 2.296875 2.34375  2.34375 ]",[ 1  1  2  2  2  3  3  4  5 -2  1  1  2],"[ 0.12526054  0.12526054  0.25052108  0.25052108  0.25052108  0.37578163
  0.37578163  0.50104217  0.62630271 -0.25052108  0.12526054  0.12526054
  0.25052108]",[ 4  4  7 11  9 10  8  8  7  8  3  3  4]
0,"[1.56835938 1.59960938 1.56835938 1.64453125 1.56835938 1.79492188
 1.83203125 1.70898438 1.8671875  1.90429688]","[1.77929688 1.8359375  1.64257812 1.546875   1.78515625 0.
 0.         1.77734375 0.         0.        ]","[ 0.29882812  0.11523438  0.74804688  0.7890625   0.2578125   2.1171875
  2.25        0.31054688 -2.02539062 -2.09570312]",10,[51 52 51 51 51 49 50 53 49 50],"[2.390625 2.4375   2.390625 2.390625 2.390625 2.296875 2.34375  2.484375
 2.296875 2.34375 ]",[ 2  2  3  4  5 -2 -2 -2 -1 -1],"[ 0.25052108  0.25052108  0.37578163  0.50104217  0.62630271 -0.25052108
 -0.25052108 -0.25052108 -0.12526054 -0.12526054]",[12  9  9  9  7  6  7  9  9 10]
0,[1.49414062 1.59960938 1.59960938 1.70898438],[1.84375    1.81445312 1.69140625 1.77929688],[0.28710938 0.3046875  0.72460938 0.296875  ],4,[51 52 52 53],[2.390625 2.4375   2.4375   2.484375],[ 2  2 -2 -2],[ 0.25052108  0.25052108 -0.25052108 -0.25052108],[8 7 6 8]
0,[1.9375     1.56835938 1.75195312 1.63085938 1.79492188 1.83203125],[0.         1.703125   1.61914062 1.81445312 0.         0.        ],[-2.01171875  0.59765625  0.50195312  0.47460938 -2.24414062 -2.32421875],6,[49 51 52 53 49 50],[2.296875 2.390625 2.4375   2.484375 2.296875 2.34375 ],[ 1  4 -2 -2 -1 -1],[ 0.12526054  0.50104217 -0.25052108 -0.25052108 -0.12526054 -0.12526054],[ 6  8  8  8  7 10]
0,[1.79492188 1.64453125 1.70898438 1.79492188 1.83203125],[0.        1.7109375 1.796875  0.        0.       ],[-1.91796875 -0.29882812  0.15429688 -2.00976562 -2.05859375],5,[49 51 53 49 50],[2.296875 2.390625 2.484375 2.296875 2.34375 ],[ 0  2 -2 -1 -1],[ 0.          0.25052108 -0.25052108 -0.12526054 -0.12526054],[6 8 8 8 8]
0,[ 2.00976562  1.56835938  1.59960938 -2.31640625],[0.         1.73242188 1.82226562 0.        ],[-2.00195312  0.50195312  0.24804688 -2.34960938],4,[49 51 52 51],[2.296875 2.390625 2.4375   2.390625],[1 2 2 2],[0.12526054 0.25052108 0.25052108 0.25052108],[6 9 8 5]
0,"[1.8671875  1.83203125 1.71875    1.67578125 1.64453125 1.67578125
 1.63085938 1.8671875  1.83203125]","[0.         0.         1.65625    1.76953125 1.68359375 1.66015625
 1.85546875 0.         0.        ]","[-1.89648438 -2.19726562 -0.15039062  0.03125     0.42382812  0.61328125
  0.26757812 -2.1015625   2.2109375 ]",9,[49 50 51 52 51 52 53 49 50],"[2.296875 2.34375  2.390625 2.4375   2.390625 2.4375   2.484375 2.296875
 2.34375 ]",[ 0  0  2  2  4 -2 -2 -1 -1],"[ 0.          0.          0.25052108  0.25052108  0.50104217 -0.25052108
 -0.25052108 -0.12526054 -0.12526054]",[ 6  7 12  9  7  8  7  8  9]
0,"[ 1.8671875   1.7578125   1.31835938  1.56835938  1.59960938  1.49414062
  1.5234375   1.64453125  1.44726562  1.56835938  1.59960938  1.70898438
  1.09960938  2.19726562 -2.36132812]","[0.         0.         1.9375     1.79882812 1.83789062 1.85351562
 1.89648438 1.671875   1.9375     1.79882812 1.828125   1.79882812
 2.0234375  0.         0.        ]","[-1.94921875 -1.57617188 -0.00976562  0.13085938  0.09375     0.21679688
  0.15234375  0.46484375  0.3046875   0.15039062  0.20898438  0.14648438
  0.43945312 -2.25        2.33984375]",15,[49 50 50 51 52 51 52 51 52 51 52 53 50 50 52],"[2.296875 2.34375  2.34375  2.390625 2.4375   2.390625 2.4375   2.390625
 2.4375   2.390625 2.4375   2.484375 2.34375  2.34375  2.4375  ]",[ 0  0  2  2  2  3  3  4  4 -2 -2 -2  0  2  4],"[ 0.          0.          0.25052108  0.25052108  0.25052108  0.37578163
  0.37578163  0.50104217  0.50104217 -0.25052108 -0.25052108 -0.25052108
  0.          0.25052108  0.50104217]",[ 6  5  6 10  9  7  6  7  5  7  8  8  3  4  3]
0,"[1.8671875  1.90429688 1.64453125 1.59960938 1.64453125 1.59960938
 1.64453125 1.67578125 1.56835938 2.05078125 1.8671875  1.97851562
 1.09960938]","[0.         0.         1.64648438 1.83007812 1.73242188 1.83984375
 1.73046875 1.76367188 1.7578125  0.         0.         0.
 2.05664062]","[-2.16992188 -2.30664062  0.55078125  0.18945312  0.10546875 -0.02734375
  0.13867188  0.15234375  0.40429688 -2.00390625 -1.90625    -1.94921875
  0.24023438]",13,[49 50 51 52 51 52 51 52 51 50 49 50 50],"[2.296875 2.34375  2.390625 2.4375   2.390625 2.4375   2.390625 2.4375
 2.390625 2.34375  2.296875 2.34375  2.34375 ]",[ 0  0  2  2  3  3  4  4  5 -2 -1 -1 -2],"[ 0.          0.          0.25052108  0.25052108  0.37578163  0.37578163
  0.50104217  0.50104217  0.62630271 -0.25052108 -0.12526054 -0.12526054
 -0.25052108]",[ 6  7 14 11 11  8 10  7  8  6  8 10  5]
0,"[1.79492188 1.83203125 1.8671875  1.83203125 1.68554688 1.64453125
 1.59960938 1.56835938 1.75195312 1.41992188 1.56835938 1.56835938
 1.59960938 1.63085938 1.8671875 ]","[0.         0.         0.         0.6796875  1.60351562 1.73632812
 1.83984375 1.8046875  1.6953125  1.87109375 1.77929688 1.71484375
 1.7890625  1.87109375 0.        ]","[-1.97460938 -1.95703125 -1.6953125  -1.296875   -0.29296875  0.02539062
  0.04296875 -0.015625   -0.04296875  0.44921875  0.29882812  0.56054688
  0.42578125  0.1171875  -2.15429688]",15,[49 50 49 50 50 51 52 51 52 51 51 51 52 53 49],"[2.296875 2.34375  2.296875 2.34375  2.34375  2.390625 2.4375   2.390625
 2.4375   2.390625 2.390625 2.390625 2.4375   2.484375 2.296875]",[ 0  0  1  1  2  2  2  3  3  4  5 -2 -2 -2 -1],"[ 0.          0.          0.12526054  0.12526054  0.25052108  0.25052108
  0.25052108  0.37578163  0.37578163  0.50104217  0.62630271 -0.25052108
 -0.25052108 -0.25052108 -0.12526054]",[ 6  6  7  6 10 12 10  8  7  6  7  8  9  8  6]
0,"[1.79492188 1.90429688 1.79296875 1.7578125  1.56835938 1.75195312
 1.68554688 1.64453125 1.67578125 1.7578125  1.71875    1.67578125
 1.64453125 1.64453125 1.67578125 1.41992188 1.59960938 1.78515625
 1.79492188 1.97851562 1.94335938 1.56835938 2.2421875  1.00585938]","[0.         0.         0.         0.68164062 1.6015625  1.4609375
 1.36523438 1.68164062 1.75       1.3125     1.609375   1.76171875
 1.73632812 1.67578125 1.7109375  1.90625    1.828125   1.6953125
 0.         0.         0.         1.6015625  0.         2.04492188]","[-2.05078125 -2.14453125 -2.12890625  1.39257812  0.83203125  0.859375
  0.890625    0.43554688  0.26171875  0.82617188  0.41796875  0.17578125
 -0.0546875   0.45703125  0.45703125  0.26171875  0.1953125   0.3359375
 -2.24414062 -2.08789062 -1.98828125  0.83203125 -2.09179688  0.28710938]",24,[49 50 51 50 51 52 50 51 52 50 51 52 51 51 52 51 52 53 49 50 51 51 51 49],"[2.296875 2.34375  2.390625 2.34375  2.390625 2.4375   2.34375  2.390625
 2.4375   2.34375  2.390625 2.4375   2.390625 2.390625 2.4375   2.390625
 2.4375   2.484375 2.296875 2.34375  2.390625 2.390625 2.390625 2.296875]",[ 0  0  0  1  1  1  2  2  2  3  3  3  4  5 -3 -2 -2 -2 -1 -1 -1  1 -2 -1],"[ 0.          0.          0.          0.12526054  0.12526054  0.12526054
  0.25052108  0.25052108  0.25052108  0.37578163  0.37578163  0.37578163
  0.50104217  0.62630271 -0.37578163 -0.25052108 -0.25052108 -0.25052108
 -0.12526054 -0.12526054 -0.12526054  0.12526054 -0.25052108 -0.12526054]",[ 5  7  5  6  7  6 11 15 12 10 13  9  9  7  8  6  8  9  5  8  6  7  4  3]
0,"[1.79492188 1.90429688 1.8671875  1.97851562 1.79492188 1.61132812
 1.64453125 1.67578125 1.5390625  1.64453125 1.67578125 1.59960938
 1.63085938 1.8671875  1.83203125 1.00585938 1.02539062 1.02539062]","[0.         0.         0.         0.         1.12304688 1.68945312
 1.72851562 1.76171875 1.7578125  1.70117188 1.76367188 1.78125
 1.8515625  0.         0.         1.99804688 2.0390625  2.08789062]","[-1.81445312 -1.90429688 -1.77539062 -1.27539062 -0.890625   -0.21484375
  0.16210938  0.171875    0.18945312  0.34960938  0.15234375  0.4609375
  0.29882812 -1.94335938 -2.05078125  0.52148438  0.53320312  0.29296875]",18,[49 50 49 50 49 50 51 52 50 51 52 52 53 49 50 49 50 50],"[2.296875 2.34375  2.296875 2.34375  2.296875 2.34375  2.390625 2.4375
 2.34375  2.390625 2.4375   2.4375   2.484375 2.296875 2.34375  2.296875
 2.34375  2.34375 ]",[ 0  0  1  1  2  2  2  2  3  3  3 -2 -2 -1 -1  0  0 -1],"[ 0.          0.          0.12526054  0.12526054  0.25052108  0.25052108
  0.25052108  0.25052108  0.37578163  0.37578163  0.37578163 -0.25052108
 -0.25052108 -0.12526054 -0.12526054  0.          0.         -0.12526054]",[ 5  5  8  8  9 12 14 10  8 11  8  8  8  8  6  3  3  4]
0,"[ 1.90429688  1.8671875   2.05078125  1.34570312  1.39257812  1.56835938
  1.5234375   1.71875     1.59960938  1.79296875  1.59960938  1.70898438
  1.12109375  1.171875    2.16601562 -2.34375   ]","[0.         0.         0.         1.97265625 1.85351562 1.75390625
 1.890625   1.52148438 1.77734375 1.56835938 1.79492188 1.765625
 2.06445312 2.01953125 0.         0.        ]","[-2.16796875 -2.2421875   2.30273438  0.11328125  0.34765625  0.41992188
  0.21679688  0.66796875  0.47070312  0.203125    0.40234375  0.37109375
  0.44921875  0.19921875  2.390625   -1.99804688]",16,[50 51 50 51 50 51 52 51 52 51 52 53 51 50 51 50],"[2.34375  2.390625 2.34375  2.390625 2.34375  2.390625 2.4375   2.390625
 2.4375   2.390625 2.4375   2.484375 2.390625 2.34375  2.390625 2.34375 ]",[ 0  0  1  1  2  2  2  3  3  4 -2 -2  0  1  1  2],"[ 0.          0.          0.12526054  0.12526054  0.25052108  0.25052108
  0.25052108  0.37578163  0.37578163  0.50104217 -0.25052108 -0.25052108
  0.          0.12526054  0.12526054  0.25052108]",[ 6  5  5  5  8 13 11 12  9  9  8  9  3  4  4  5]
0,"[1.61132812 1.64453125 1.67578125 1.56835938 1.70898438 1.8671875
 1.83203125 0.953125  ]","[1.66601562 1.70703125 1.7578125  1.73242188 1.77734375 0.
 0.         2.06054688]","[ 0.34960938  0.32226562  0.21679688  0.50195312  0.31054688 -2.07617188
 -1.71679688  0.5859375 ]",8,[50 51 52 51 53 49 50 50],[2.34375  2.390625 2.4375   2.390625 2.484375 2.296875 2.34375  2.34375 ],[ 2  2  2  3 -2 -1 -1 -1],"[ 0.25052108  0.25052108  0.25052108  0.37578163 -0.25052108 -0.12526054
 -0.12526054 -0.12526054]",[12 15 11  9  9  8  7  4]
0,[1.46484375 1.56835938 1.59960938 1.64453125 1.78515625],[1.76953125 1.78710938 1.83398438 1.69921875 1.62695312],[0.46875    0.24414062 0.15234375 0.35742188 0.578125  ],5,[50 51 52 51 53],[2.34375  2.390625 2.4375   2.390625 2.484375],[ 2  2  2  3 -2],[ 0.25052108  0.25052108  0.25052108  0.37578163 -0.25052108],[ 7 12 10  9  9]
0,"[1.90429688 1.64453125 1.67578125 1.71875    1.56835938 1.59960938
 1.70898438 1.8671875 ]","[0.         1.73632812 1.76953125 1.6484375  1.75976562 1.81445312
 1.79296875 0.        ]","[-1.81054688 -0.03710938  0.00976562  0.22070312  0.39453125  0.3046875
  0.19921875 -2.09179688]",8,[50 51 52 51 51 52 53 49],[2.34375  2.390625 2.4375   2.390625 2.390625 2.4375   2.484375 2.296875],[ 1  2  2  4  5 -2 -2 -1],"[ 0.12526054  0.25052108  0.25052108  0.50104217  0.62630271 -0.25052108
 -0.25052108 -0.12526054]",[ 7 11  8  9  6  7 10  9]
0,[1.79492188 1.49414062 1.5234375  1.63085938 1.90429688 1.00585938],[0.         1.81640625 1.90234375 1.83007812 0.         2.05664062],[-2.00976562  0.43164062  0.04492188  0.41015625 -2.09570312  0.18359375],6,[49 51 52 53 50 49],[2.296875 2.390625 2.4375   2.484375 2.34375  2.296875],[ 1  2  2 -2 -1  1],[ 0.12526054  0.25052108  0.25052108 -0.25052108 -0.12526054  0.12526054],[5 9 8 9 8 3]
0,[1.64453125],[1.73046875],[-0.1484375],1,[51],[2.390625],[2],[0.25052108],[9]
0,"[1.71875    1.59960938 1.71875    2.08203125 1.171875   1.5234375
 1.9375     1.97851562 1.1484375  1.97851562 1.07617188 1.09960938]","[1.66210938 1.83203125 1.45703125 0.         2.02734375 1.81835938
 0.         0.         1.984375   0.         2.0234375  2.04101562]","[ 0.05078125 -0.16210938  0.80078125 -2.28710938  0.09375     0.56445312
 -2.15429688 -2.02734375  0.14453125  2.09179688 -0.14453125  0.34765625]",12,[51 52 51 49 50 52 49 50 49 50 49 50],"[2.390625 2.4375   2.390625 2.296875 2.34375  2.4375   2.296875 2.34375
 2.296875 2.34375  2.296875 2.34375 ]",[ 2  2  4 -2 -2 -2 -1 -1 -2 -2 -1 -1],"[ 0.25052108  0.25052108  0.50104217 -0.25052108 -0.25052108 -0.25052108
 -0.12526054 -0.12526054 -0.25052108 -0.25052108 -0.12526054 -0.12526054]",[11  8  8  5  5  6  7  9  4  5  4  5]
0,"[1.8671875  1.39257812 1.49414062 1.59960938 1.64453125 1.49414062
 1.59960938 2.27148438]","[0.         1.88671875 1.86523438 1.83984375 1.73632812 1.75976562
 1.82226562 0.        ]","[-2.125       0.          0.04492188  0.04296875 -0.00976562  0.62304688
  0.24804688 -2.14453125]",8,[49 50 51 52 51 51 52 50],[2.296875 2.34375  2.390625 2.4375   2.390625 2.390625 2.4375   2.34375 ],[ 1  2  2  2  3  4 -2  2],"[ 0.12526054  0.25052108  0.25052108  0.25052108  0.37578163  0.50104217
 -0.25052108  0.25052108]",[ 6  6 10 10  6  6  7  4]
0,"[1.79492188 1.83203125 1.7578125  1.71875    1.67578125 1.64453125
 1.59960938 1.56835938 1.09960938 1.8671875  1.97851562 2.05078125]","[0.         0.         1.55078125 1.65820312 1.76953125 1.73632812
 1.8203125  1.79296875 2.05273438 0.         0.         0.        ]","[-2.         -2.10546875 -0.04296875  0.109375    0.0546875   0.02929688
  0.26171875  0.20703125  0.27539062 -1.7265625  -1.9453125  -2.01171875]",12,[49 50 50 51 52 51 52 51 50 49 50 50],"[2.296875 2.34375  2.34375  2.390625 2.4375   2.390625 2.4375   2.390625
 2.34375  2.296875 2.34375  2.34375 ]",[ 0  0  2  2  2  3  3  5 -2 -1 -1 -2],"[ 0.          0.          0.25052108  0.25052108  0.25052108  0.37578163
  0.37578163  0.62630271 -0.25052108 -0.12526054 -0.12526054 -0.25052108]",[ 6  8 12 15 11  9  7  7  4  8  8  4]
0,"[1.46484375 1.56835938 1.67578125 1.56835938 1.71875    1.67578125
 1.56835938 1.59960938 1.67578125 1.70898438]","[1.79492188 1.77539062 1.75585938 1.76367188 1.63476562 1.74804688
 1.74414062 1.82421875 1.76953125 1.796875  ]","[0.35742188 0.32226562 0.22460938 0.37695312 0.29882812 0.27929688
 0.4609375  0.23828125 0.04101562 0.15429688]",10,[50 51 52 51 51 52 51 52 52 53],"[2.34375  2.390625 2.4375   2.390625 2.390625 2.4375   2.390625 2.4375
 2.4375   2.484375]",[ 2  2  2  3  4  4  5  5 -2 -2],"[ 0.25052108  0.25052108  0.25052108  0.37578163  0.50104217  0.50104217
  0.62630271  0.62630271 -0.25052108 -0.25052108]",[ 9 14 12  9 10  6  9  7  9  8]
0,"[1.8671875  1.83203125 1.72265625 1.68554688 1.64453125 1.61132812
 1.64453125 1.59960938 1.5234375  1.8671875  1.90429688]","[0.         0.         0.         1.2421875  1.7109375  1.6953125
 1.72265625 1.83007812 1.76757812 0.         0.        ]","[-1.94726562 -2.11523438 -1.69921875 -1.0546875  -0.29882812 -0.14648438
  0.22265625  0.19140625  0.70507812 -1.93164062 -1.9453125 ]",11,[49 50 49 50 51 50 51 52 52 49 50],"[2.296875 2.34375  2.296875 2.34375  2.390625 2.34375  2.390625 2.4375
 2.4375   2.296875 2.34375 ]",[ 0  0  1  1  1  2  2  2 -2 -1 -1],"[ 0.          0.          0.12526054  0.12526054  0.12526054  0.25052108
  0.25052108  0.25052108 -0.25052108 -0.12526054 -0.12526054]",[ 7  7  6  7  7 12 15 11  7  8  7]
0,"[1.8671875  1.97851562 1.8671875  1.97851562 1.5390625  1.64453125
 1.59960938 1.68554688 1.71875    1.59960938 1.67578125 1.67578125
 1.78515625 1.83203125 1.12109375]","[0.         0.         0.         0.         1.55664062 1.6328125
 1.82421875 1.02734375 1.46289062 1.79492188 1.60546875 1.7265625
 1.6875     0.         2.06445312]","[-2.1015625  -2.11132812 -2.1328125   1.95703125  0.83789062  0.58789062
  0.23828125  1.265625    0.79101562  0.40234375  0.74414062  0.390625
  0.3671875  -2.10546875  0.44921875]",15,[49 50 51 50 50 51 52 50 51 52 52 52 53 50 51],"[2.296875 2.34375  2.390625 2.34375  2.34375  2.390625 2.4375   2.34375
 2.390625 2.4375   2.4375   2.4375   2.484375 2.34375  2.390625]",[ 0  0  0  1  2  2  2  3  3  3 -3 -2 -2 -1  0],"[ 0.          0.          0.          0.12526054  0.25052108  0.25052108
  0.25052108  0.37578163  0.37578163  0.37578163 -0.37578163 -0.25052108
 -0.25052108 -0.12526054  0.        ]",[ 6  8  5  7  9 14 12  8 11  8  8  9 10  8  3]
0,"[1.9375     1.97851562 1.79492188 1.7578125  1.68554688 1.64453125
 1.59960938 1.56835938 1.63085938 1.8671875 ]","[0.         0.         0.         1.015625   1.62890625 1.72265625
 1.83398438 1.72070312 1.8671875  0.        ]","[-1.8671875  -2.20703125 -1.68359375 -1.171875   -0.0546875   0.2109375
  0.15234375  0.54492188  0.171875   -1.87890625]",10,[49 50 49 50 50 51 52 51 53 49],"[2.296875 2.34375  2.296875 2.34375  2.34375  2.390625 2.4375   2.390625
 2.484375 2.296875]",[ 0  0  1  1  2  2  2  3 -2 -1],"[ 0.          0.          0.12526054  0.12526054  0.25052108  0.25052108
  0.25052108  0.37578163 -0.25052108 -0.12526054]",[ 6  6  7  8 12 14 10  8  9  7]
0,"[1.79492188 1.90429688 1.94335938 1.41992188 1.46484375 1.56835938
 1.59960938 1.64453125 1.63085938 1.75195312 1.70898438 1.74023438
 1.97851562 1.8671875  1.00585938 1.12109375 2.2421875 ]","[0.         0.         0.         1.9140625  1.72070312 1.7734375
 1.83398438 1.58398438 1.77148438 1.54101562 1.71289062 1.75195312
 0.         0.         2.06445312 2.1015625  0.        ]","[-2.15429688 -2.19921875 -1.984375    0.18945312  0.62109375  0.3359375
  0.15234375  0.7109375   0.61328125  0.70703125  0.56445312  0.5546875
 -2.10351562 -2.34960938 -0.05273438  0.203125    2.35351562]",17,[49 50 51 51 50 51 52 51 53 52 53 54 50 51 49 51 51],"[2.296875 2.34375  2.390625 2.390625 2.34375  2.390625 2.4375   2.390625
 2.484375 2.4375   2.484375 2.53125  2.34375  2.390625 2.296875 2.390625
 2.390625]",[ 0  0  0  1  2  2  2  3 -3 -2 -2 -2 -1 -1  0  0  1],"[ 0.          0.          0.          0.12526054  0.25052108  0.25052108
  0.25052108  0.37578163 -0.37578163 -0.25052108 -0.25052108 -0.25052108
 -0.12526054 -0.12526054  0.          0.          0.12526054]",[ 5  7  5  5  8 13 11  8  6  8  9  8  8  7  3  3  4]
0,"[1.83203125 1.64453125 1.59960938 1.64453125 1.67578125 1.70898438
 1.79492188 1.83203125]","[0.         1.734375   1.83984375 1.61914062 1.7109375  1.76171875
 0.         0.        ]","[-2.015625    0.06445312  0.          0.62890625  0.45703125  0.38867188
 -2.05078125 -2.19726562]",8,[50 51 52 51 52 53 49 50],[2.34375  2.390625 2.4375   2.390625 2.4375   2.484375 2.296875 2.34375 ],[ 1  2  2  4 -2 -2 -1 -1],"[ 0.12526054  0.25052108  0.25052108  0.50104217 -0.25052108 -0.25052108
 -0.12526054 -0.12526054]",[ 8 12  8 10  8 10  7  8]
0,[1.90429688 1.49414062 1.67578125 1.71875    1.63085938 1.66210938],[0.         1.85742188 1.76953125 1.65820312 1.86914062 1.90429688],[ 2.19921875  0.18554688  0.0546875  -0.10546875  0.15625     0.15820312],6,[50 51 52 51 53 54],[2.34375  2.390625 2.4375   2.390625 2.484375 2.53125 ],[ 0  2  2  4 -2 -2],[ 0.          0.25052108  0.25052108  0.50104217 -0.25052108 -0.25052108],[4 8 8 7 8 8]
frame,x,y,z,numObj,rangeIdx,range,dopplerIdx,doppler,peakVal
0,"[-0.33398438 -0.36132812 -0.36914062  1.64453125 -0.3515625  -0.36132812
  0.         -0.12304688 -0.11523438 -0.08203125 -0.15820312 -0.11523438
 -0.34960938]","[0.39257812 0.42382812 0.5234375  1.73632812 0.40820312 0.43164062
 0.64453125 0.49023438 0.55273438 0.65039062 0.46289062 0.5
 0.5546875 ]","[ 0.2265625   0.24609375  0.140625    0.04296875  0.16210938  0.234375
 -0.12304688 -0.24609375 -0.22851562 -0.02539062 -0.27734375 -0.33007812
 -0.04101562]",13,[12 13 14 51 12 13 14 12 13 14 12 13 14],"[0.5625   0.609375 0.65625  2.390625 0.5625   0.609375 0.65625  0.5625
 0.609375 0.65625  0.5625   0.609375 0.65625 ]",[ 1  1  1  2 -1 -1 -1  1  1  1 -1 -1 -1],"[ 0.12526054  0.12526054  0.12526054  0.25052108 -0.12526054 -0.12526054
 -0.12526054  0.12526054  0.12526054  0.12526054 -0.12526054 -0.12526054
 -0.12526054]",[16 16  8  8 11 13  8 10 10  8  6  7  8]
0,"[-0.33398438 -0.38085938  1.64453125 -0.3515625  -0.36132812 -0.0703125
 -0.0390625 ]","[0.41796875 0.34960938 1.5703125  0.42382812 0.41015625 0.54882812
 0.60742188]","[ 0.17578125  0.32226562  0.73828125  0.11914062  0.26953125 -0.1015625
  0.04101562]",7,[12 13 51 12 13 12 13],[0.5625   0.609375 2.390625 0.5625   0.609375 0.5625   0.609375],[ 1  1  2 -1 -1 -1 -1],"[ 0.12526054  0.12526054  0.25052108 -0.12526054 -0.12526054 -0.12526054
 -0.12526054]",[ 9 10  8  9 11  7  8]
0,[1.64453125 1.59960938 1.67578125 1.63085938 1.90429688 1.79296875],[1.72070312 1.8203125  1.76171875 1.87304688 0.         1.5625    ],[ 0.2265625   0.26171875  0.17578125  0.08984375 -2.05078125  0.24414062],6,[51 52 52 53 50 51],[2.390625 2.4375   2.4375   2.484375 2.34375  2.390625],[ 2  2 -2 -2 -1  2],[ 0.25052108  0.25052108 -0.25052108 -0.25052108 -0.12526054  0.25052108],[10  6  9  8  7 10]
0,"[1.79492188 1.64453125 1.75195312 1.64453125 1.67578125 1.59960938
 1.79492188]","[0.         1.73632812 1.6953125  1.6875     1.72070312 1.77734375
 0.        ]","[-1.7578125   0.01367188  0.01757812  0.40625     0.4140625   0.47265625
 -2.02148438]",7,[49 51 52 51 52 52 49],[2.296875 2.390625 2.4375   2.390625 2.4375   2.4375   2.296875],[ 0  2  2  3 -3 -2 -1],"[ 0.          0.25052108  0.25052108  0.37578163 -0.37578163 -0.25052108
 -0.12526054]",[6 9 7 7 7 8 7]
